user_id,item_id,interaction_type,timestamp,rating
user1,item366,view,2024-12-07 20:59:31.633356,1
user1,item47,view,2024-05-07 05:26:31.633356,1
user1,item549,purchase,2025-02-06 12:44:31.633356,5
user1,item442,view,2024-09-16 20:43:31.633356,1
user1,item133,add_to_cart,2024-04-24 08:44:31.633356,3
user1,item401,view,2025-01-13 16:40:31.633356,1
user1,item1426,add_to_cart,2024-07-25 22:09:31.633356,3
user1,item1348,view,2024-10-28 03:12:31.633356,1
user1,item1903,view,2025-02-11 07:17:31.633356,1
user1,item1156,view,2025-02-15 03:50:31.633356,1
user1,item904,view,2024-03-31 06:20:31.633356,1
user1,item902,view,2024-11-04 12:05:31.633356,1
user1,item215,view,2024-03-28 00:28:31.633356,1
user1,item184,view,2024-07-24 08:28:31.633356,1
user1,item1420,view,2024-12-08 04:19:31.633356,1
user1,item798,view,2024-08-23 04:16:31.633356,1
user1,item126,view,2024-09-11 02:00:31.633356,1
user1,item1870,add_to_cart,2024-11-23 19:04:31.633356,3
user1,item799,view,2024-05-03 00:02:31.633356,1
user1,item1903,view,2024-11-25 04:33:31.633356,1
user1,item91,view,2025-02-28 13:19:31.633356,1
user2,item640,view,2024-10-07 22:01:31.633356,1
user2,item772,add_to_cart,2024-10-14 11:11:31.633356,3
user2,item1027,view,2024-10-07 12:06:31.633356,1
user2,item1170,view,2024-08-21 11:32:31.633356,1
user2,item127,view,2024-12-31 15:49:31.633356,1
user2,item1830,view,2024-05-10 01:52:31.633356,1
user2,item212,view,2024-04-29 03:00:31.633356,1
user2,item959,view,2024-06-03 22:01:31.633356,1
user2,item1724,view,2024-05-23 01:02:31.633356,1
user2,item496,add_to_cart,2024-08-12 19:36:31.633356,3
user2,item601,view,2024-05-23 01:32:31.633356,1
user2,item1247,view,2024-10-17 10:55:31.633356,1
user2,item1114,view,2024-04-28 02:01:31.633356,1
user2,item1165,view,2024-09-05 06:19:31.633356,1
user2,item1552,add_to_cart,2024-10-05 12:24:31.633356,3
user2,item1178,view,2024-09-23 06:23:31.633356,1
user2,item1227,view,2024-12-27 16:09:31.633356,1
user2,item763,view,2024-04-17 06:47:31.633356,1
user2,item978,add_to_cart,2024-09-08 13:39:31.633356,3
user2,item805,view,2024-06-02 12:19:31.633356,1
user2,item1257,view,2024-11-24 12:57:31.634356,1
user2,item670,view,2024-03-18 00:26:31.634356,1
user2,item1047,add_to_cart,2024-10-12 08:13:31.634356,3
user3,item154,view,2025-03-03 10:41:31.634356,1
user3,item1689,add_to_cart,2025-01-23 09:19:31.634356,3
user3,item732,add_to_cart,2025-01-24 23:04:31.634356,3
user3,item1852,purchase,2025-01-02 15:37:31.634356,5
user3,item1169,view,2024-07-08 00:38:31.634356,1
user3,item1017,view,2024-09-13 05:46:31.634356,1
user3,item1968,view,2024-05-04 17:03:31.634356,1
user3,item1355,view,2024-06-17 18:17:31.634356,1
user3,item1505,view,2024-09-01 02:03:31.634356,1
user3,item170,purchase,2025-02-04 08:38:31.634356,5
user3,item922,view,2024-03-24 21:52:31.634356,1
user3,item1202,view,2024-11-14 04:01:31.634356,1
user3,item1876,view,2024-05-17 19:45:31.634356,1
user3,item443,purchase,2024-05-30 21:14:31.634356,5
user3,item420,view,2024-12-19 03:58:31.634356,1
user3,item585,add_to_cart,2024-09-09 16:10:31.634356,3
user3,item1351,add_to_cart,2024-08-10 01:59:31.634356,3
user3,item311,add_to_cart,2024-07-09 09:43:31.634356,3
user3,item899,view,2024-06-19 17:09:31.634356,1
user3,item1952,view,2024-11-04 11:34:31.634356,1
user3,item1975,view,2024-11-04 21:40:31.634356,1
user3,item840,view,2024-11-13 18:58:31.634356,1
user3,item458,view,2024-05-26 03:48:31.634356,1
user3,item120,view,2024-04-29 04:57:31.634356,1
user3,item1252,view,2024-06-18 22:02:31.634356,1
user3,item1648,view,2025-01-06 11:04:31.634356,1
user3,item537,view,2024-04-30 00:19:31.634356,1
user3,item182,view,2024-10-15 09:36:31.634356,1
user3,item799,view,2025-01-22 09:08:31.634356,1
user3,item992,add_to_cart,2024-05-30 15:13:31.634356,3
user3,item1848,add_to_cart,2024-06-14 22:48:31.634356,3
user3,item536,view,2024-05-28 00:39:31.634356,1
user3,item1892,view,2024-08-20 00:21:31.634356,1
user3,item1420,view,2024-11-14 22:24:31.634356,1
user3,item951,add_to_cart,2025-02-22 12:33:31.634356,3
user3,item1001,view,2024-11-25 00:29:31.634356,1
user3,item100,view,2024-06-27 11:31:31.634356,1
user3,item1523,add_to_cart,2024-05-11 18:22:31.634356,3
user3,item748,view,2024-08-28 11:07:31.634356,1
user3,item1276,add_to_cart,2024-12-19 16:15:31.634356,3
user3,item961,add_to_cart,2024-09-01 10:52:31.634356,3
user3,item775,view,2024-05-01 01:49:31.634356,1
user3,item914,view,2024-06-10 23:32:31.634356,1
user3,item539,view,2024-04-04 10:09:31.634356,1
user3,item904,add_to_cart,2024-10-28 12:15:31.634356,3
user3,item802,purchase,2024-11-22 12:57:31.634356,5
user3,item398,view,2024-08-26 17:18:31.634356,1
user3,item1823,view,2024-10-01 00:56:31.634356,1
user3,item781,view,2024-06-30 23:57:31.634356,1
user4,item1286,purchase,2024-10-20 23:36:31.634356,5
user4,item934,view,2024-05-13 12:21:31.634356,1
user4,item479,add_to_cart,2024-08-28 21:47:31.634356,3
user4,item1154,view,2024-11-17 00:48:31.634356,1
user4,item345,view,2024-03-12 04:59:31.634356,1
user4,item709,purchase,2024-06-04 21:51:31.634356,5
user4,item1638,add_to_cart,2024-08-06 11:56:31.634356,3
user4,item699,add_to_cart,2024-03-18 16:59:31.634356,3
user4,item160,add_to_cart,2025-02-23 16:50:31.634356,3
user4,item398,purchase,2025-02-27 23:17:31.634356,5
user4,item1066,view,2025-02-16 04:50:31.634356,1
user4,item1256,view,2024-07-26 08:17:31.634356,1
user4,item1370,add_to_cart,2024-06-18 18:28:31.634356,3
user4,item718,view,2025-01-28 23:06:31.634356,1
user4,item1587,view,2024-06-09 23:59:31.634356,1
user4,item1916,view,2024-10-31 08:55:31.634356,1
user4,item629,view,2024-12-22 05:09:31.634356,1
user4,item707,add_to_cart,2024-08-29 09:25:31.634356,3
user4,item1215,add_to_cart,2025-02-21 12:51:31.634356,3
user4,item609,view,2024-04-09 23:03:31.634356,1
user4,item1141,view,2024-07-10 06:58:31.634356,1
user4,item263,view,2024-05-09 10:37:31.634356,1
user4,item1644,view,2024-03-16 14:01:31.634356,1
user4,item1162,view,2025-02-12 19:53:31.634356,1
user4,item1689,view,2024-03-14 23:59:31.635372,1
user4,item1661,add_to_cart,2024-12-25 22:12:31.635372,3
user4,item824,view,2024-07-04 08:53:31.635372,1
user4,item377,purchase,2024-06-06 03:57:31.635372,5
user4,item66,view,2024-05-15 16:10:31.635372,1
user4,item1562,add_to_cart,2024-12-03 01:52:31.635372,3
user4,item1169,purchase,2024-12-03 01:02:31.635372,5
user4,item195,view,2024-06-22 23:58:31.635372,1
user4,item886,view,2024-08-19 08:52:31.635372,1
user4,item169,view,2024-10-01 06:52:31.635372,1
user5,item1647,add_to_cart,2024-07-04 19:29:31.635372,3
user5,item1161,add_to_cart,2024-12-27 17:17:31.635372,3
user5,item819,view,2024-08-07 16:36:31.635372,1
user5,item83,add_to_cart,2025-02-27 20:08:31.635372,3
user5,item996,purchase,2024-12-17 09:03:31.635372,5
user5,item1914,purchase,2024-12-07 18:37:31.635372,5
user5,item1189,view,2024-09-29 19:32:31.635372,1
user5,item1631,add_to_cart,2024-10-19 16:56:31.635372,3
user5,item920,purchase,2024-09-30 18:41:31.635372,5
